0,0,0,1.8778
0.0005,0.0416,3.7808,1.8777
0.0014,0.0958,5.6501,1.8772
0.0028,0.1539,6.0865,1.8765
0.005,0.213,5.9648,1.8753
0.0077,0.2738,6.0387,1.8737
0.011,0.3345,6.1441,1.8718
0.0151,0.3955,5.9757,1.8694
0.0196,0.4567,6.2141,1.8666
0.0248,0.5172,5.9896,1.8634
0.0305,0.5784,6.135,1.8599
0.0369,0.6388,6.1141,1.8559
0.0439,0.6993,6.021,1.8515
0.0515,0.7603,6.1293,1.8467
0.0597,0.821,6.0736,1.8415
0.0685,0.8818,6.0835,1.8359
0.0779,0.9428,6.0866,1.8298
0.088,1.0038,6.0893,1.8233
0.0986,1.0648,6.0919,1.8163
0.1099,1.1258,6.0943,1.8089
0.1217,1.1867,6.1254,1.8011
0.1342,1.2474,6.0628,1.7928
0.1473,1.3084,6.1077,1.784
0.161,1.3695,6.0781,1.7748
0.1753,1.4307,6.139,1.7651
0.1902,1.4915,6.0777,1.7549
0.2057,1.5526,6.1186,1.7441
0.2219,1.6136,6.0918,1.7329
0.2386,1.6747,6.1247,1.7212
0.2559,1.7357,6.099,1.7089
0.274,1.797,6.1098,1.6961
0.2925,1.8582,6.1345,1.6827
0.3117,1.9192,6.1104,1.6688
0.3315,1.9805,6.1017,1.6542
0.3519,2.0419,6.1523,1.6391
0.3729,2.103,6.1228,1.6234
0.3946,2.1643,6.1152,1.6071
0.4169,2.2257,6.1456,1.5901
0.4397,2.2871,6.1431,1.5725
0.4632,2.3483,6.1298,1.5542
0.4873,2.4098,6.1421,1.5352
0.512,2.4714,6.1476,1.5154
0.5373,2.533,6.1699,1.495
0.5633,2.5944,6.1343,1.4738
0.5899,2.6561,6.1713,1.4519
0.617,2.7178,6.1698,1.4291
0.6449,2.7794,6.1596,1.4056
0.6732,2.8413,6.1892,1.3812
0.7023,2.9029,6.1722,1.356
0.7319,2.9648,6.1863,1.3299
0.7622,3.0266,6.1777,1.3028
0.793,3.0888,6.223,1.2748
0.8246,3.1506,6.1692,1.2459
0.8567,3.2129,6.2297,1.2159
0.8894,3.275,6.2216,1.185
0.9228,3.3369,6.1994,1.1531
0.9568,3.3993,6.223,1.1199
