0,0,0,179.5993
0.0006,0.0536,4.5008,179.5993
0.0015,0.0977,5.0504,179.5994
0.003,0.153,5.6877,179.5994
0.0051,0.2123,5.9158,179.5994
0.0079,0.2728,5.9676,179.5994
0.0111,0.3321,6.1677,179.5994
0.0151,0.3918,5.7971,179.5995
0.0196,0.4523,6.1375,179.5995
0.0247,0.5117,5.9734,179.5996
0.0304,0.5717,5.9829,179.5996
0.0367,0.6319,5.9888,179.5997
0.0435,0.6914,6.0826,179.5998
0.0511,0.7512,5.9016,179.5999
0.0591,0.8113,6.0752,179.5999
0.0678,0.8707,5.9896,179.6
0.077,0.9304,5.9929,179.6001
0.0871,0.9908,5.9346,179.6003
0.0976,1.0513,6.0631,179.6004
0.1087,1.1112,5.9982,179.6005
0.1204,1.1711,5.9998,179.6006
0.1327,1.2311,6.001,179.6008
0.1456,1.2911,6.002,179.6009
0.1591,1.3511,6.0029,179.6011
0.1732,1.4111,6.0036,179.6012
0.1879,1.471,6.0044,179.6014
0.2032,1.5308,6.005,179.6016
0.219,1.5906,6.0056,179.6018
0.2356,1.6507,5.9695,179.602
0.2526,1.7107,6.0455,179.6022
0.2703,1.7705,5.9726,179.6024
0.2886,1.8306,6.0102,179.6027
0.3077,1.8908,5.9785,179.6029
0.3271,1.9509,6.0439,179.6032
0.3472,2.0108,5.9805,179.6035
0.3678,2.0708,6.0131,179.6037
0.3892,2.1308,5.985,179.604
0.4111,2.1909,6.0151,179.6043
0.4337,2.2511,5.9885,179.6047
0.4568,2.3112,6.0167,179.605
0.4804,2.3711,6.0165,179.6054
0.5047,2.4309,5.9923,179.6057
0.5296,2.491,5.9947,179.6061
0.5551,2.551,6.0196,179.6065
0.5813,2.611,5.9749,179.6069
0.608,2.6713,6.0222,179.6074
0.6354,2.7313,6.0004,179.6078
0.6631,2.7913,6.0229,179.6083
0.6917,2.8512,5.9825,179.6088
0.7209,2.9114,6.0056,179.6093
0.7504,2.9713,6.0258,179.6098
0.7808,3.0312,5.9881,179.6104
0.8118,3.0914,5.9916,179.611
0.8433,3.1515,6.0295,179.6116
0.8754,3.2115,5.9941,179.6122
0.9081,3.2716,6.0141,179.6129
0.9414,3.3316,5.9983,179.6136
0.9752,3.3916,6.0171,179.6143
1.0099,3.4517,5.9864,179.6151
1.045,3.5119,6.021,179.6159
1.0807,3.572,6.0062,179.6167
1.1171,3.6321,6.0086,179.6176
1.154,3.6922,6.0106,179.6185
1.1914,3.7522,6.0125,179.6195
1.2296,3.8123,6.0007,179.6205
1.2683,3.8724,6.0174,179.6216
1.3076,3.9325,6.0057,179.6227
1.3474,3.9925,6.0217,179.6238
1.388,4.0526,5.998,179.625
1.4292,4.1128,6.0147,179.6263
1.471,4.173,6.0168,179.6277
1.5132,4.2331,6.0195,179.6291
1.5562,4.2933,6.0106,179.6306
1.5997,4.3535,6.0146,179.6321
1.6438,4.4136,6.029,179.6338
1.6885,4.4737,6.0096,179.6355
1.7339,4.534,6.015,179.6374
1.7799,4.5942,6.0295,179.6393
1.8264,4.6544,6.0223,179.6414
1.8735,4.7147,6.0273,179.6436
1.9213,4.7749,6.022,179.6459
1.9695,4.8352,6.0373,179.6483
2.0185,4.8954,6.0227,179.6509
2.0682,4.9559,6.0303,179.6536
2.1183,5.0163,6.0453,179.6566
2.169,5.0766,6.0416,179.6597
2.2204,5.137,6.0406,179.663
2.2724,5.1975,6.0407,179.6666
2.325,5.2581,6.0582,179.6704
2.3781,5.3186,6.0576,179.6744
2.4319,5.3791,6.0601,179.6788
2.4863,5.4398,6.0639,179.6835
2.5413,5.5006,6.0766,179.6885
2.597,5.5615,6.0818,179.694
2.6532,5.6224,6.0969,179.6998
2.71,5.6833,6.0978,179.7062
2.7675,5.7445,6.1108,179.7131
2.8255,5.8058,6.1318,179.7206
2.8841,5.8671,6.1399,179.7288
2.9435,5.9287,6.1544,179.7377
3.0034,5.9906,6.1863,179.7475
3.0639,6.0526,6.2056,179.7583
3.1251,6.115,6.2272,179.7702
3.1868,6.1777,6.2769,179.7834
3.2492,6.2407,6.3021,179.798
3.3123,6.3043,6.3581,179.8144
3.376,6.3685,6.4151,179.8327
3.4403,6.4333,6.4888,179.8534
3.5053,6.4991,6.5737,179.8768
3.5709,6.5658,6.6773,179.9034
3.6373,6.634,6.8126,179.9339
3.7043,6.7038,6.9843,179.9691
3.772,6.7756,7.1806,-179.99
3.8406,6.85,7.4386,-179.9423
3.9098,6.9278,7.7821,-179.886
3.9799,7.0097,8.1865,-179.8194
4.0509,7.0965,8.6804,-179.7399
4.1228,7.1894,9.2909,-179.6447
4.1957,7.2889,9.9551,-179.5307
4.2696,7.3946,10.5726,-179.3948
4.3446,7.5031,10.8504,-179.2357
4.4207,7.6068,10.3701,-179.0558
4.4976,7.6905,8.3648,-178.8645
4.5749,7.7298,3.9294,-178.6806
4.6512,7.6315,-9.826,-178.5287
4.7259,7.464,-16.7538,-178.4281
4.7987,7.2882,-17.5769,-178.3828
4.8701,7.1319,-15.6329,-178.3836
4.9401,7.0061,-12.5817,-178.4157
5.0092,6.9084,-9.771,-178.4659
5.0775,6.8308,-7.7526,-178.5244
5.1452,6.7661,-6.478,-178.5852
5.2122,6.7085,-5.7592,-178.6448
5.2788,6.6545,-5.3905,-178.7016
5.3448,6.6021,-5.2458,-178.7547
5.4103,6.5503,-5.1814,-178.8039
5.4753,6.4982,-5.2104,-178.8493
5.5398,6.4457,-5.2493,-178.8912
5.6037,6.3926,-5.3126,-178.9298
5.6671,6.3389,-5.3687,-178.9653
5.73,6.2846,-5.4285,-178.9982
5.7922,6.2296,-5.4932,-179.0286
5.854,6.1743,-5.5292,-179.0568
5.9152,6.1184,-5.5885,-179.0829
5.9758,6.0622,-5.6233,-179.1073
6.0358,6.0057,-5.6561,-179.1301
