0,0,10
0.0004,0.0312,10
0.0011,0.0768,10
0.0024,0.1257,10
0.0041,0.1757,10
0.0064,0.2254,10
0.0091,0.2754,10
0.0124,0.3253,10
0.0161,0.3755,10
0.0204,0.4254,10
0.0251,0.4752,10
0.0304,0.5253,10
0.0361,0.5753,10
0.0424,0.6252,10
0.0491,0.6752,10
0.0564,0.7251,10
0.0641,0.7751,10
0.0724,0.8252,10
0.0811,0.8751,10
0.0904,0.9251,10
0.1001,0.9751,10
0.1104,1.0251,10
0.1211,1.075,10
0.1324,1.1251,10
0.1441,1.1751,10
0.1564,1.2252,10
0.1691,1.2751,10
0.1824,1.3251,10
0.1961,1.3751,10
0.2104,1.425,10
0.2251,1.4751,10
0.2404,1.5251,10
0.2561,1.5751,10
0.2724,1.6251,10
0.2891,1.6751,10
0.3063,1.725,10
0.3241,1.775,10
0.3424,1.825,10
0.3611,1.875,10
0.3804,1.925,10
0.4001,1.975,10
0.4204,2.0251,10
0.4411,2.0751,10
0.4624,2.1251,10
0.4841,2.1751,10
0.5064,2.2251,10
0.5291,2.2751,10
0.5523,2.325,10
0.5761,2.375,10
0.6004,2.425,10
0.6251,2.475,10
0.6504,2.525,10
0.6761,2.575,10
0.7023,2.625,10
0.7291,2.675,10
0.7564,2.725,10
0.7841,2.775,10
0.8124,2.825,10
0.8411,2.875,10
0.8703,2.925,10
0.9001,2.975,10
0.9304,3.025,10
0.9611,3.075,10
0.9924,3.125,10
1.0241,3.175,10
1.0564,3.225,10
1.0891,3.275,10
1.1224,3.325,10
1.1561,3.375,10
1.1904,3.425,10
1.2251,3.475,10
1.2604,3.525,10
1.2961,3.575,10
1.3323,3.625,10
1.3691,3.675,10
1.4064,3.725,10
1.4441,3.775,10
1.4823,3.825,10
1.5211,3.875,10
1.5603,3.925,10
1.6001,3.975,10
1.6404,4.025,10
1.6811,4.075,10
1.7224,4.125,10
1.7641,4.1751,10
1.8064,4.225,10
1.8491,4.275,10
1.8924,4.325,10
1.9361,4.375,10
1.9804,4.425,10
2.0251,4.475,10
2.0704,4.525,10
2.1161,4.575,10
2.1623,4.625,10
2.2091,4.675,10
2.2564,4.725,10
2.3037,4.7299,10
2.3505,4.68,10
2.3968,4.63,10
2.4426,4.58,10
2.4879,4.53,10
2.5326,4.48,10
2.5769,4.43,10
2.6208,4.38,10
2.6641,4.33,10
2.7069,4.28,10
2.7492,4.23,10
2.7909,4.18,10
2.8322,4.13,10
2.8731,4.08,10
2.9134,4.03,10
2.9531,3.98,10
2.9925,3.93,10
3.0312,3.88,10
3.0696,3.83,10
3.1074,3.7799,10
3.1447,3.73,10
3.1815,3.68,10
3.2178,3.63,10
3.2536,3.58,10
3.2888,3.53,10
3.3237,3.48,10
3.358,3.43,10
3.3918,3.38,10
3.425,3.33,10
3.4578,3.28,10
3.4902,3.23,10
3.522,3.1799,10
3.5532,3.13,10
3.584,3.08,10
3.6144,3.03,10
3.6442,2.98,10
3.6735,2.9299,10
3.7023,2.8799,10
3.7306,2.8299,10
3.7584,2.7799,10
3.7857,2.7299,10
3.8125,2.6799,10
3.8388,2.6299,10
3.8646,2.5799,10
3.8899,2.5299,10
3.9147,2.4799,10
3.939,2.4299,10
3.9628,2.3799,10
3.986,2.3299,10
4.0089,2.28,10
4.0311,2.23,10
4.053,2.1799,10
4.0743,2.1299,10
4.0951,2.0799,10
4.1153,2.03,10
4.1352,1.9799,10
4.1544,1.9299,10
4.1733,1.8799,10
4.1916,1.8298,10
4.2094,1.7799,10
4.2267,1.7299,10
4.2435,1.6798,10
4.2597,1.6299,10
4.2755,1.5799,10
4.2908,1.5299,10
4.3057,1.4799,10
4.32,1.4298,10
4.3337,1.3799,10
4.347,1.3299,10
4.3599,1.2798,10
4.3722,1.2298,10
4.384,1.1798,10
4.3953,1.1298,10
4.406,1.0798,10
4.4164,1.0298,10
4.4262,0.9797,10
4.4355,0.9297,10
4.4443,0.8797,10
4.4526,0.8297,10
4.4604,0.7797,10
4.4677,0.7297,10
4.4745,0.6797,10
4.4808,0.6297,10
4.4866,0.5796,10
4.4919,0.5295,10
4.4967,0.4795,10
4.5009,0.4297,10
4.5048,0.3797,10
4.5081,0.3294,10
4.5109,0.2794,10
4.5132,0.229,10
4.5149,0.179,10
4.5162,0.1295,10
4.5171,0.0771,10
4.5173,0.0247,10
