0,0,10
0.0005,0.0411,10
0.0012,0.0787,10
0.0026,0.1288,10
0.0042,0.1782,10
0.0065,0.2262,10
0.0093,0.2769,10
0.0124,0.3267,10
0.0162,0.3758,10
0.0205,0.4262,10
0.0252,0.4761,10
0.0306,0.5261,10
0.0363,0.5764,10
0.0425,0.6262,10
0.0492,0.6761,10
0.0566,0.7262,10
0.0643,0.7763,10
0.0725,0.8261,10
0.0813,0.876,10
0.0905,0.926,10
0.1003,0.976,10
0.1105,1.0261,10
0.1213,1.0762,10
0.1326,1.1263,10
0.1444,1.1764,10
0.1566,1.2265,10
0.1693,1.2764,10
0.1826,1.3262,10
0.1964,1.3762,10
0.2106,1.4263,10
0.2254,1.4763,10
0.2407,1.5265,10
0.2565,1.5767,10
0.2726,1.6265,10
0.2895,1.6765,10
0.3067,1.7267,10
0.3245,1.7768,10
0.3427,1.8268,10
0.3614,1.8766,10
0.3807,1.9266,10
0.4005,1.9767,10
0.4208,2.0268,10
0.4416,2.077,10
0.4629,2.1271,10
0.4846,2.177,10
0.5069,2.2271,10
0.5297,2.2773,10
0.5529,2.3272,10
0.5766,2.3772,10
0.601,2.4273,10
0.6257,2.4774,10
0.651,2.5274,10
0.6768,2.5775,10
0.7031,2.6276,10
0.7298,2.6776,10
0.7572,2.7277,10
0.7849,2.7778,10
0.8132,2.8278,10
0.842,2.8778,10
0.8712,2.9279,10
0.901,2.9779,10
0.9312,3.028,10
0.962,3.078,10
0.9933,3.1281,10
1.0251,3.1782,10
1.0574,3.2283,10
1.0902,3.2784,10
1.1235,3.3285,10
1.1573,3.3786,10
1.1916,3.4286,10
1.2264,3.4787,10
1.2616,3.5288,10
1.2973,3.5788,10
1.3337,3.6288,10
1.3704,3.679,10
1.4078,3.7291,10
1.4456,3.7792,10
1.4838,3.8292,10
1.5227,3.8793,10
1.562,3.9295,10
1.6018,3.9795,10
1.642,4.0296,10
1.6828,4.0796,10
1.7241,4.1297,10
1.7658,4.1798,10
1.8082,4.2299,10
1.851,4.2801,10
1.8943,4.3302,10
1.9381,4.3803,10
1.9824,4.4304,10
2.0272,4.4805,10
2.0725,4.5306,10
2.1183,4.5807,10
2.1647,4.6309,10
2.2114,4.681,10
2.2588,4.7311,10
2.3066,4.7813,10
2.3549,4.8314,10
2.4037,4.8815,10
2.453,4.9316,10
2.5028,4.9818,10
2.5531,5.0319,10
2.6039,5.082,10
2.6553,5.1321,10
2.7071,5.1823,10
2.7594,5.2324,10
2.8123,5.2826,10
2.8656,5.3327,10
2.9194,5.3828,10
2.9737,5.433,10
3.0286,5.4831,10
3.0838,5.5333,10
3.1397,5.5834,10
3.196,5.6335,10
3.2529,5.6837,10
3.3102,5.7338,10
3.3681,5.7839,10
3.4264,5.8341,10
3.4852,5.8842,10
3.5446,5.9343,10
3.6044,5.9845,10
3.6648,6.0346,10
3.7256,6.0847,10
3.787,6.1347,10
3.8488,6.1848,10
3.9112,6.2349,10
3.974,6.2849,10
4.0373,6.335,10
4.1012,6.385,10
4.1655,6.435,10
4.2304,6.485,10
4.2957,6.5349,10
4.3616,6.5828,10
4.4272,6.5647,10
4.4924,6.5145,10
4.557,6.4641,10
4.6211,6.4138,10
4.6848,6.3635,10
4.7479,6.3131,10
4.8105,6.2626,10
4.8726,6.2122,10
4.9343,6.1617,10
4.9954,6.1112,10
5.056,6.0607,10
5.1161,6.0102,10
5.1757,5.9596,10
5.2348,5.9091,10
5.2933,5.8585,10
5.3514,5.8079,10
5.409,5.7573,10
5.4661,5.7067,10
5.5226,5.6561,10
5.5787,5.6054,10
5.6342,5.5548,10
5.6893,5.5042,10
5.7438,5.4535,10
5.7979,5.4029,10
5.8514,5.3523,10
5.9044,5.3017,10
5.9569,5.2511,10
6.009,5.2005,10
6.0604,5.15,10
6.1114,5.0995,10
6.1619,5.049,10
6.2119,4.9985,10
6.2614,4.9481,10
6.3104,4.8976,10
6.3588,4.8472,10
6.4068,4.7969,10
6.4542,4.7465,10
6.5012,4.6962,10
6.5477,4.6459,10
6.5936,4.5957,10
6.6391,4.5455,10
6.684,4.4953,10
6.7285,4.4451,10
6.7724,4.3949,10
6.8159,4.3448,10
6.8589,4.2946,10
6.9013,4.2446,10
6.9432,4.1945,10
6.9847,4.1445,10
7.0256,4.0945,10
7.066,4.0444,10
7.106,3.9945,10
7.1454,3.9445,10
7.1844,3.8945,10
7.2228,3.8446,10
7.2608,3.7947,10
7.2983,3.7447,10
7.3352,3.6948,10
7.3717,3.645,10
7.4076,3.595,10
7.443,3.5452,10
7.478,3.4953,10
7.5125,3.4454,10
7.5464,3.3955,10
7.5799,3.3457,10
7.6129,3.2958,10
7.6453,3.246,10
7.6772,3.1962,10
7.7087,3.1463,10
7.7397,3.0965,10
7.7702,3.0466,10
7.8001,2.9968,10
7.8296,2.947,10
7.8586,2.8971,10
7.887,2.8473,10
7.915,2.7975,10
7.9425,2.7476,10
7.9695,2.6978,10
7.996,2.6479,10
8.0219,2.5981,10
8.0474,2.5483,10
8.0724,2.4985,10
8.0969,2.4486,10
8.1209,2.3987,10
8.1444,2.3488,10
8.1674,2.299,10
8.1898,2.2492,10
8.2118,2.1994,10
8.2333,2.1496,10
8.2544,2.0997,10
8.2748,2.0497,10
8.2948,1.9999,10
8.3143,1.9501,10
8.3334,1.9002,10
8.3518,1.8503,10
8.3699,1.8004,10
8.3874,1.7505,10
8.4043,1.7008,10
8.4208,1.651,10
8.4369,1.6011,10
8.4524,1.5511,10
8.4674,1.5012,10
8.482,1.4513,10
8.4959,1.4015,10
8.5095,1.3517,10
8.5225,1.3018,10
8.535,1.2519,10
8.547,1.2019,10
8.5585,1.1522,10
8.5695,1.1024,10
8.5801,1.0525,10
8.5901,1.0025,10
8.5997,0.9527,10
8.6087,0.9026,10
8.6173,0.8526,10
8.6253,0.8027,10
8.6328,0.753,10
8.6398,0.703,10
8.6464,0.6529,10
8.6524,0.603,10
8.6579,0.5533,10
8.663,0.5035,10
8.6675,0.4536,10
8.6716,0.4034,10
8.6751,0.3536,10
8.6782,0.3036,10
8.6807,0.2535,10
8.6827,0.2039,10
8.6843,0.1527,10
8.6853,0.1026,10
8.6858,0.0543,10
